Student_ID,Attendance,Favourite_Color,Previous_Score,Random_Code,Age,Study_Hours,Gender,Lucky_Number,Absences,Education,Music_Preference,Income,Assignments_Completed,Random_Value,Stress_Level,City,Previous_Failures,Random_Flag,Parent_Support,Pet_Ownership,Financial_Stress,Random_Category,Library_Visits,Commute_Minutes,Birth_Weekday,Random_Number_2,Mock_Test_Score,Internet_Quality,Random_Date_Code,Mentor_Meetings,Sleep_Hours,Device,Random_Score,Academic_Warning,Extracurricular_Hours,Registration_Quarter,Random_Bucket,Assignment_Submission_Rate,Financial_Aid,Outcome
,,Green,33,234353,42,3.5 hrs,Male,601823,2,Diploma,Jazz,107371,14,583.8283743621182,8,Kottayam,5,1,9,None,4,E,2,38,4,725184,97,Average,176527,,8.3,Android,85.2221176362751,Yes,13.2,4,X3,68.0,NO,Dropout
S129345,59.7,Black,70,174601,20,5.5,male,765928,22,UG,HipHop,113.9k,1,425.2828163796394,9,Kollam,4,0,7,None,7,F,3,68,2,9344300,,Good,998045,,,Android,6.595858299819291,No,,4,X3,67.1,NO,Dropout
S139560,90.2,Blue,55,810962,23,4.2,Male,369884,26,B.Tech,HipHop,93747,12,314.4240200501316,4,Kozhikode,4,0,10,,3,A,11,,5,6942489,36,Average,395868,,7.2,Windows Laptop,41.645327926903605,Yes,10.4,2,X5,61.9,Yes,Dropout
S118063,70.9,Blue,96,975374,54,4.3,M,44638,27,Graduate,None,44657,6,,7,Kottayam,2,1,3,Dog,1,B,14,49,2,7886494,42,Poor,83527,2,6.3,Windows Laptop,44.133949508674654,,14.8,4,,96.1,No,Dropout
,90.0,Green,99,545177,60,7.5,male,770951,8,UG,HipHop,100972,1,,3,Thiruvananthapuram,2,0,,Bird,8,B,11,93,1,7492695,91,Good,,5,6.3,Windows Laptop,11.540460468640834,Yes,7.1,3,X2,84.4,YES,Continue
S146198,68.4,Yellow,39,220216,40,4.8,Female,385514,22,PG,None,,12,796.2000895714277,2,Kottayam,1,1,,None,1,D,18,96,1,5452924,22,Poor,220598,2,7.9,Windows Laptop,75.27058796863237,No,10.6,2,X2,99.2,NO,Dropout
S141209,,White,97,246936,55,2.7,F,579784,17,PG,HipHop,48799,,725.0303048661124,3,Kochi,4,1,8,None,,D,7,58,6,6559739,86,Average,1146082,6,,Windows Laptop,1.0476701587569637,Yes,12.7,,X2,,NO,Continue
S105772,73.6,Red,33,996638,34,,male,793292,17,B.Tech,Rock,86033,20,555.2721136375776,6,Kottayam,3,1,3,Bird,2,A,15,17,3,707937,84,Good,,10,5.2,Android,10.185444731466243,No,7.3,4,,59.1,Yes,Continue
S135406,62.0,Black,54,399193,39,8.5,F,988725,13,,Jazz,82496,10,373.30885391188804,10,Kollam,4,0,4,None,8,C,12,118,3,8633590,65,Average,1288630,8,4.1,Laptop,95.09249467591727,Yes,2.6,4,X5,40.1,No,Dropout
S126263,,Yellow,77,467708,99,7.7,Female,607561,13,B.Tech,Jazz,"₹10,110",13,416.1989407783676,3,Kottayam,3,0,2,Cat,2,C,8,95,,2576447,46,Poor,1678221,9,5.3,Windows Laptop,66.38250921348944,Yes,4.9,4,X3,45.9,YES,Dropout
,,Green,47,464696,37,6.3h,female,,8,PG,,8350,13,232.5472796365832,5,Kozhikode,4,1,10,Bird,8,B,3,72,3,,56,Good,1195150,10,5.4,Tablet,42.3346274448244,Yes,0.6,,X2,,YES,Dropout
,81.2,Red,32,751443,45,4.2,,72301,9,,Rock,117394,6,464.19388983593035,2,Kozhikode,5,0,,None,5,D,9,105,3,843392,29,Average,1795847,6,7.7,Android,25.666968286028734,No,1.7,4,X5,50.9,No,Dropout
S115376,0.65,Green,72,742795,23,3.1,Female,813971,18,,None,116444,17,609.9928016002868,1,Kochi,,0,2,Dog,2,A,5,115,0,6674237,50,,533821,1,,,33.45063560214171,No,12.1,3,,61.3,,Continue
S104103,83.1,Yellow,54,311061,,0.8,M,171644,3,Diploma,Rock,101931,15,542.9160618267297,4,Kozhikode,,0,,Dog,9,B,11,68,5,8863574,65,Average,,,7.3,Tablet,42.00813733077848,Yes,12.1,2,X2,64.4,No,Dropout
S133813,150%,Green,76,253917,35,6.2h,male,379986,11,BTech,None,71.3k,2,971.6713146948946,,Thiruvananthapuram,2,1,4,None,7,F,18,10,4,4445398,63,Poor,792542,2,,iOS,71.95830182826253,Yes,0.9,2,,82.7,No,Dropout
S103327,54.8,Blue,83,281860,35,7.8,Female,121596,29,BTech,HipHop,41587,11,320.18073005942233,,Kozhikode,1,1,10,Cat,3,D,1,,6,2466191,34,Poor,1586622,1,8.7,iOS,95.33755803093304,,,3,X2,,YES,Continue
S117332,59.1,White,93,538240,51,8.8,male,823122,,BTech,,99135,7,452.35823238179364,4,Thiruvananthapuram,,1,10,None,2,A,0,104,3,8134292,94,Poor,697302,7,7.0,iOS,33.926127559067695,No,3.1,2,X4,53.8,Yes,Dropout
S108838,89.4,,35,561865,52,4.0,M,863843,,PG,Classical,111175,13,277.8161637031691,4,Kochi,5,1,1,Bird,1,D,16,118,6,,51,Poor,402978,1,4.6,Windows Laptop,,Yes,8.8,2,X2,77.0,,Dropout
S110111,73.4,Green,91,314696,40,4.2,F,781051,3,BTech,Classical,88091,1,509.13486543441127,3,,0,1,6,None,3,F,11,103,5,7696515,28,Excellent,955901,4,5.9,Tablet,91.98925078918701,No,9.7,4,X3,54.4,No,Dropout
S131619,58.7%,Black,55,381023,51,3.9,male,287478,5,Diploma,Rock,42216,12,739.2323227167219,5,Thiruvananthapuram,4,1,,None,7,A,20,,3,3161122,73,Average,962699,6,4.8,Windows Laptop,58.86944337784746,Yes,7.4,4,X2,96.0,NO,Dropout
S148283,0.63,Green,94,421105,59,1.8h,F,944916,11,UG,Classical,10067,,454.1036051279035,8,Kottayam,,1,9,Cat,1,B,7,,4,780943,69,Excellent,630105,8,8.7,Android,15.219272952306518,Yes,8.8,3,X5,52.8,NO,Continue
S122115,53.2,Green,65,,29,5.7,M,539058,,,Classical,19315,20,333.66095627617796,2,Kochi,5,1,5,Cat,,F,13,,6,1603956,26,Average,,6,6.3,Laptop,88.87788415903358,Yes,,4,X5,,No,Dropout
S118031,92.6,Red,61,959020,18,,Female,349298,21,,Classical,119951,2,805.1051388153699,9,Kollam,0,0,,,5,F,7,78,0,8576525,51,Average,1436780,5,6.0,Tablet,58.60656598086295,Yes,4.7,2,,87.0,NO,Dropout
,,Yellow,89,737789,20,1.5,M,,,PG,Rock,59364,19,421.81509615408675,7,Kozhikode,,1,4,Bird,1,D,19,108,6,9642362,55,,490060,1,4.3,iOS,24.487791000361735,,1.0,4,X5,80.9,Yes,Continue
,54.7,White,75,274489,21,2.3,Male,885790,7,PG,Classical,19636,8,975.0347935026873,2,Kozhikode,2,0,10,Cat,3,D,16,86,0,9993703,53,Average,1064822,6,4.1,Android,59.11944541888553,Yes,0.5,2,X1,91.2,Yes,Continue
S133358,0.58,Black,63,748576,59,6.1,Female,376127,27,Graduate,,"₹37,954",8,912.2921914011117,10,Thrissur,4,1,9,,6,F,9,14,4,2594655,23,Average,1214294,7,8.7,Android,74.26663777702512,Yes,6.1,2,X4,68.0,Yes,Dropout
S138509,61.6,Red,57,733761,59,2.5,female,429888,0,Diploma,Classical,98587,1,959.0455947324303,5,Kottayam,4,0,6,Cat,4,F,19,15,6,3739415,66,Excellent,799544,3,7.5,iOS,75.39845856668302,Yes,4.5,3,X2,77.0,NO,Dropout
S143809,59.9,Black,86,355831,34,,female,920016,7,BTech,,13670,,714.1667132877764,10,Thiruvananthapuram,5,1,7,None,8,F,1,73,3,3841279,44,Excellent,1120633,6,7.9,iOS,99.09737515189757,Yes,1.0,1,,,YES,Dropout
S131432,92.1,Yellow,93,401715,51,6.6,Female,319246,23,BTech,Rock,64234,17,713.6501744698892,,Thiruvananthapuram,3,1,8,,1,F,14,,0,928299,92,Poor,1315262,5,5.5,Tablet,63.13400582163015,Yes,5.4,3,,93.9,YES,Dropout
S132123,64.4,Blue,58,581425,,2.5,male,737123,19,,HipHop,76099,,503.1637215178042,9,Kozhikode,3,1,7,Dog,5,D,0,29,4,8279658,23,Average,1971779,0,,Laptop,93.76509878221644,No,9.7,1,X3,87.8,YES,Dropout
S113322,58.9,White,48,716587,36,3.1,,921130,1,B.Tech,Jazz,20645,5,513.3402957161117,6,Kochi,5,0,7,Cat,5,E,17,83,0,510561,84,Good,1021333,2,7.6,Tablet,80.51707079441286,Yes,2.2,1,X5,,No,Dropout
S119566,67.5,,86,790580,32,2.6,Male,762620,24,BTech,None,54796,11,700.7802976673589,9,Kottayam,5,0,10,Dog,,F,10,101,4,3561059,79,Excellent,1792760,2,6.3,Windows Laptop,13.835862605933102,No,14.6,3,X3,71.7,YES,Dropout
S117013,72.1,Green,66,851127,22,3.2,Male,290706,4,,Pop,68667,0,622.6801189697519,9,Thrissur,5,0,9,None,7,A,16,72,0,2288641,55,Poor,1081679,12,7.5,Laptop,57.78618728192734,Yes,5.6,1,X4,42.5,Yes,Dropout
S140414,55.8%,Yellow,88,549323,57,4.3,M,15736,2,BTech,Jazz,88989,20,840.9653429013036,,Thiruvananthapuram,2,,3,Bird,10,B,,77,6,7107627,55,Good,910694,9,8.0,Android,39.77935992168291,Yes,3.7,3,X5,92.2,No,Dropout
S134501,68.5,Green,70,229671,43,8.8,Male,590745,27,Diploma,HipHop,41.8k,0,264.5241966540036,2,Kozhikode,4,1,1,Dog,3,E,8,39,5,1193325,85,Poor,1321208,0,8.9,Android,70.85662456406743,Yes,14.4,3,X1,75.9,YES,Dropout
S109837,91.0,Yellow,30,277939,52,2.8,M,,3,BTech,None,79166,2,487.11989150526824,2,Kozhikode,2,1,5,,4,F,4,79,4,468595,66,Excellent,1741213,4,8.3,Windows Laptop,89.8406949971284,No,14.8,4,,61.4,Yes,Continue
S132900,49.4,Red,89,903155,,1.4h,Male,,,B.Tech,HipHop,"₹45,716",7,739.0136231776261,6,Thiruvananthapuram,3,1,,,3,E,15,48,1,3818962,41,Excellent,6028,5,,Tablet,8.960531914189163,Yes,,,X3,48.6,,Dropout
S103395,79.9,,86,615852,32,4.8,M,22530,13,PG,None,101513,14,285.13010973686806,8,Thrissur,2,1,10,Dog,8,B,19,63,2,373173,27,Poor,345004,6,8.8,iOS,25.950528549221296,Yes,2.0,2,X1,54.9,Yes,Dropout
S131895,86.7,Yellow,94,736387,58,4.2,Female,913735,29,,None,34141,0,346.18550318060517,1,Kollam,1,1,5,Dog,10,,9,15,6,5644884,40,Good,1936808,,5.0,Windows Laptop,28.376569258345054,Yes,9.5,4,X5,62.2,No,Dropout
S105904,57.7,Yellow,35,880219,20,2.0,M,72050,,,Pop,101548,7,500.0400057117029,10,Thrissur,2,1,6,Bird,7,D,12,6,5,9150927,46,Poor,1266478,3,6.8,Tablet,58.110069153494074,,12.6,3,X3,97.5,No,Dropout
S126279,49.6,White,64,351306,28,2.2,,703931,30,Diploma,Jazz,57710,8,679.8596555502111,1,Kottayam,1,1,1,Bird,9,A,2,9,1,2834144,21,Good,,4,8.6,Windows Laptop,15.808686625527212,No,10.9,4,,57.8,No,Dropout
,84.9,Red,88,280589,24,1.5,M,81676,30,PG,,104065,0,676.9843129172496,4,Kochi,4,0,1,Cat,8,F,16,,3,5739306,28,Average,776984,9,8.9,Windows Laptop,83.27559158758007,Yes,2.4,2,X3,70.8,No,Continue
S129365,91.9,White,82,955977,26,3.8,M,268086,9,Diploma,Classical,,16,42.751212995787455,7,Thrissur,2,1,5,Cat,,A,18,99,6,8908724,48,Excellent,561045,2,5.8,Windows Laptop,,Yes,1.4,2,X5,80.1,YES,Dropout
S100710,55.0,Blue,69,416706,45,4.6,female,817343,4,BTech,Pop,61751,4,567.2604592320762,6,Kozhikode,0,1,10,Cat,,B,20,88,6,,47,Excellent,1470885,,5.2,Windows Laptop,84.09341806393368,No,2.7,3,X4,58.7,NO,Continue
S100523,86.6%,Black,70,850011,34,5.6,female,577377,30,,Pop,44819,10,15.685476612272112,3,Kochi,3,0,7,Dog,,C,3,28,0,2397913,70,Good,1504489,10,5.6,iOS,74.63996785103627,Yes,5.8,2,X2,59.0,,Dropout
S147749,68.5,Blue,68,165191,47,3.9,female,87937,4,PG,,12.0k,19,757.6750382706656,7,Kochi,2,,5,None,,C,9,56,6,9118461,61,Good,496069,0,8.7,,60.40715955014314,No,3.5,3,X5,55.9,No,Dropout
S135580,92.9,Green,67,822218,42,7.3 hrs,Male,634826,12,PG,Rock,,2,504.8030764387636,,Thiruvananthapuram,4,,9,Bird,1,F,0,34,0,4718812,40,Average,1952306,5,8.0,,71.57825069184112,No,13.2,4,X5,,NO,Dropout
,97.8,Red,96,648642,,4.4,Male,818621,3,PG,Jazz,106347,15,1103.4637959154174,9,Kollam,3,0,5,Bird,2,A,19,112,6,7989994,57,Excellent,1033591,6,,iOS,62.593349629163754,Yes,4.1,4,X1,55.7,YES,Dropout
,66.5,Black,43,556318,25,3.6,female,14549,1,Graduate,Pop,,9,559.259584810344,2,,0,0,,Dog,9,E,,117,4,7625803,,Excellent,1102981,3,5.9,Windows Laptop,84.64255670711451,No,9.1,2,X3,62.6,NO,Dropout
S102576,78.4,Blue,98,669516,36,2.7,,,16,BTech,Jazz,,,602.0648618043572,2,Kozhikode,2,0,1,Cat,1,E,12,65,6,845685,21,Good,1562212,1,5.6,Android,97.29318143991675,No,14.1,2,X2,52.7,Yes,Continue
S130509,89.1,Blue,,685950,36,3.7,Female,74202,21,BTech,Classical,,5,392.0489324370103,4,Kottayam,,0,10,None,7,C,15,72,2,4458106,63,Good,620157,11,,iOS,41.49854933430732,Yes,8.4,2,,40.6,NO,Dropout
S116391,0.87,White,99,889780,43,4.6 hrs,Female,,1,UG,Pop,64628,0,560.3757026484702,,Kochi,2,0,2,None,4,B,12,97,3,9041966,43,Average,1730148,10,7.5,Windows Laptop,11.81900503942268,Yes,6.9,2,X3,84.6,YES,Continue
S137428,64.0%,Yellow,83,595543,55,4.7,male,101307,22,,,112758,3,390.79762011041885,2,Kollam,4,0,7,Dog,10,C,19,59,,863734,89,Excellent,1130593,0,7.6,Tablet,34.55003133836172,No,1.0,4,X1,56.5,NO,Continue
S108556,0.67,Green,41,607894,,7.7,male,753243,20,,Pop,32172,20,252.39898207461974,2,Kochi,2,0,4,None,1,F,11,58,6,7902880,29,Excellent,864170,3,7.8,iOS,65.25054929496243,Yes,1.4,,,81.8,NO,Continue
S110470,60.9,Red,31,546467,47,,,603373,22,Diploma,None,41694,7,439.2136061694264,1,Kottayam,4,0,1,None,,D,16,20,5,9059774,68,Good,1893600,10,6.1,Windows Laptop,72.43651827479486,Yes,7.7,3,X5,92.4,YES,Dropout
S130936,88.8,,37,328267,29,8.3,Male,697507,18,UG,Classical,91344,,803.692860963306,4,Thiruvananthapuram,3,,8,Dog,6,E,4,64,4,,39,,416262,4,7.2,Tablet,41.56306798601667,Yes,4.1,4,X4,68.3,Yes,Dropout
S134772,72.1,Black,43,268681,45,4.3,male,170315,10,Diploma,None,"₹84,953",9,311.0496797847255,5,Thrissur,1,1,5,None,4,B,8,76,0,9599914,91,Excellent,1858899,12,7.0,Laptop,17.458998628104126,Yes,11.8,3,X3,65.0,No,Dropout
S122317,81.2%,Blue,,437580,,7.8,M,947144,4,,Jazz,12940,,597.1102419656935,7,Thrissur,3,1,6,Cat,4,C,7,71,0,6647132,75,Excellent,107722,2,4.5,Tablet,24.725642789105184,No,14.2,3,X3,81.2,,Continue
S138734,82.2,Green,70,838532,57,7.1 hrs,Female,344944,12,Graduate,Classical,70.7k,,677.4220410317098,6,Kochi,4,0,5,,6,D,5,83,5,7743969,66,Excellent,1840404,10,4.3,iOS,82.82935847125226,No,2.9,,,51.8,Yes,Dropout
S127762,50.6,Yellow,91,669053,17,0.7,Male,133941,,PG,Classical,"₹29,690",2,66.96532250817853,3,,1,1,2,Bird,1,E,18,19,2,5046597,81,Good,1647845,4,4.6,Windows Laptop,39.07701910064099,No,8.3,1,X5,83.3,NO,Continue
S148645,89.4,Blue,68,314657,54,0.5,female,385617,23,BTech,Pop,70874,,685.7626858224014,6,Kollam,3,0,3,None,7,E,17,79,5,4965699,60,Excellent,852332,11,4.1,Laptop,24.909337571921064,Yes,11.8,,X3,,NO,Dropout
S137129,66.8,Green,84,758136,58,0.9,male,341136,2,UG,Rock,52436,0,,6,Kozhikode,5,0,,None,10,E,15,51,1,7605879,,Average,1311812,,4.7,Laptop,3.701487961306549,Yes,4.8,3,X3,,No,Continue
S123190,77.1,Yellow,90,311124,19,8.5,male,377137,25,Diploma,None,87582,,219.73973105496003,10,Kozhikode,4,0,3,Dog,5,C,0,59,1,1981956,61,Excellent,1527392,0,4.4,iOS,,Yes,4.9,2,X1,47.1,YES,Continue
S100183,57.6,Green,,318408,58,,F,85071,4,UG,Jazz,31657,1,792.5995800109756,10,Kottayam,0,1,1,,2,E,13,18,2,7186565,99,Excellent,1265528,8,7.7,Windows Laptop,86.2935270551428,No,1.7,4,X3,53.4,Yes,Continue
S101536,89.4,Red,60,969642,42,1.3,F,187292,19,PG,Pop,40124,6,-290.3974139783843,3,Thiruvananthapuram,5,0,8,Dog,7,B,18,35,3,8772427,72,Poor,1482860,,5.7,iOS,18.554302389450285,No,6.9,4,X1,77.6,,Continue
S109321,79.1,Green,41,368497,30,3.7,male,892897,5,Diploma,Classical,20780,12,883.1983026222684,5,Kozhikode,4,0,3,None,7,A,2,69,6,2897327,69,Average,1883397,5,4.5,Laptop,58.64002282171828,No,1.4,4,X3,56.3,No,Dropout
S137778,55.2,Black,60,313863,25,6.2 hrs,Female,269397,7,Diploma,HipHop,18.9k,19,824.2365920965801,4,Kozhikode,2,0,10,,5,B,2,59,4,4345799,42,Poor,1948384,12,7.3,Windows Laptop,81.24363534967057,Yes,2.8,4,X2,48.7,NO,Dropout
S111919,74.5,Blue,72,,26,,female,253543,6,Graduate,Classical,105651,10,508.3773817046924,,Kottayam,2,0,1,Cat,1,E,11,78,5,6194051,80,,1161324,5,5.4,iOS,83.58188169282718,Yes,,2,X4,52.4,NO,Continue
S116946,67.4,Black,72,138704,32,2.0,Male,99621,,,Rock,"₹113,479",6,568.1075691391811,3,Kozhikode,5,0,4,Cat,3,C,12,,,3346210,59,Good,2884,12,4.5,Android,30.254855995360142,No,6.8,2,X1,43.2,No,Dropout
,-10%,Blue,99,587439,31,3.1,Male,89174,14,BTech,,112416,,194.19882063347353,4,Thrissur,1,0,3,Dog,6,E,17,,1,3385249,46,Average,1809586,,8.7,iOS,1.5207782664421687,No,14.3,3,X5,57.7,YES,Dropout
S141550,80.9,Yellow,38,339961,,5.6,Male,821015,19,Diploma,Classical,42234,2,227.25858706191235,5,Thiruvananthapuram,5,1,4,None,7,D,6,33,5,9309984,36,Excellent,1065691,1,8.1,Android,13.137082815121504,Yes,8.0,2,X3,82.1,YES,Dropout
S146658,92.5%,Green,56,101433,25,5.2,female,425458,,PG,Pop,66066,12,460.64076590850476,9,Kottayam,0,1,1,Bird,1,D,9,62,6,6994193,36,Excellent,880226,8,5.4,Tablet,36.38410647288699,No,10.8,4,X3,82.1,No,Dropout
S147414,67.3,Blue,72,288714,31,1.0 hrs,F,268771,25,PG,HipHop,82602,20,495.14750142319565,7,Kochi,5,0,7,Cat,10,E,17,60,4,2790684,93,Good,1627761,6,9.0,,37.619674656547176,No,4.8,3,X1,81.9,YES,Dropout
S124428,93.0,Black,96,,37,5.5 hrs,female,537227,10,Graduate,Jazz,75.3k,13,440.41783464585313,4,Thrissur,,1,6,Cat,1,F,6,76,2,1385721,94,Poor,1078062,7,5.9,Windows Laptop,18.45069144177297,No,12.9,4,X1,70.8,Yes,Continue
S133631,56.5,White,100,976358,,3.5,male,406254,26,Diploma,Jazz,45121,12,541.0344714144369,3,Kozhikode,5,,7,Bird,10,B,,77,1,7825859,34,,1717182,2,4.4,Tablet,95.59037629190837,,3.2,2,X5,,YES,Dropout
,0.99,White,63,222263,39,8.5,Female,,12,BTech,Pop,29505,3,314.6446801924038,2,Kochi,4,,3,Bird,,C,18,54,5,3462067,30,Average,1461911,11,5.7,Windows Laptop,47.95765875654139,Yes,0.0,,X4,82.3,Yes,Dropout
S111740,73.6,Red,61,383367,30,7.1,Female,567022,,Graduate,Classical,,10,373.6323416377383,6,Kozhikode,0,0,1,,7,A,0,76,,6436506,58,Good,1147166,10,5.4,Android,76.50184167016288,Yes,6.5,1,X4,76.9,NO,Dropout
S108383,72.1,Yellow,63,454504,49,3.2h,Male,628557,17,Diploma,None,102528,15,489.4712704444679,4,Kochi,0,1,7,None,9,D,5,82,6,,41,Average,1607449,9,4.3,Android,22.534092467614876,Yes,9.4,3,X2,45.4,,Dropout
S129306,97.8,Red,92,516936,,5.2,Male,,17,B.Tech,Pop,"₹69,117",2,503.9664650295535,4,Kozhikode,1,1,4,Bird,7,A,20,45,4,5765802,,Excellent,1221108,6,8.6,Laptop,20.400198867817785,No,5.3,1,X4,64.8,NO,Dropout
,92.8,,61,821668,26,8.1 hrs,female,652512,24,Graduate,,83228,,757.7398522732026,8,Kochi,3,0,6,None,10,E,6,11,2,716234,74,Poor,1154504,5,8.2,Windows Laptop,16.26038277070335,No,10.9,1,X1,45.7,NO,Dropout
,,Red,44,507954,57,6.4,female,,5,Graduate,HipHop,91719,1,690.5574972735828,4,Kottayam,2,1,10,Bird,3,,0,21,1,5735350,44,Poor,1012022,7,,Android,76.96414522225564,No,8.4,4,X2,,NO,Dropout
S109835,,Yellow,90,450596,47,7.5,Male,682071,15,BTech,,107433,16,294.9432884674283,2,Kozhikode,5,,5,,7,,9,43,4,279105,30,Poor,1281308,12,7.8,Tablet,72.89502569883783,Yes,6.9,4,X3,66.8,Yes,Dropout
S130713,93.9,,76,146443,39,7.1,Female,701530,18,Graduate,,103404,5,1039.426719711389,9,Thiruvananthapuram,0,0,2,,6,C,4,53,2,1104688,93,Excellent,1922590,7,8.4,Windows Laptop,4.6338980051408685,Yes,9.6,4,X3,58.2,NO,Dropout
S143707,66.4,Yellow,98,189774,54,1.6,male,189288,23,PG,Jazz,15123,15,634.2771191457452,9,Kochi,2,0,6,Dog,4,,2,20,1,4291817,54,Excellent,189137,2,6.4,Windows Laptop,,Yes,11.6,1,X4,95.8,YES,Continue
S110250,,Yellow,93,407152,34,2.2,M,71241,11,B.Tech,None,92846,2,489.63863436595614,5,,5,0,6,None,4,C,13,18,6,,32,Good,538244,8,4.4,Laptop,21.62953563690403,Yes,3.4,1,X5,83.3,NO,Continue
S104217,57.5%,,30,301815,43,2.7,Male,238336,2,B.Tech,Rock,"₹66,595",,,5,Kollam,1,1,,Bird,,,16,10,2,6039513,84,Average,533273,11,5.3,Android,12.338532606832386,,,2,X2,51.5,,Continue
S118972,,Black,44,721334,24,7.6,F,,14,B.Tech,HipHop,101552,17,277.6788966287535,7,Thrissur,2,1,6,Bird,10,C,12,67,6,6632357,98,Average,1667626,2,5.6,Laptop,98.09689323397414,Yes,12.1,3,X2,68.8,NO,Continue
S144878,94.9,Green,74,684060,47,5.4,F,917233,23,Graduate,Pop,"₹18,456",5,481.9164143194813,5,Thrissur,4,0,6,Dog,8,A,3,98,6,5655652,56,Average,1561736,9,5.2,iOS,18.844431900702663,Yes,9.9,4,X4,71.6,YES,Dropout
S144643,70.9,Black,92,239067,52,4.4,M,509364,4,B.Tech,Classical,76137,12,703.8365317179397,9,Thrissur,0,0,,Cat,6,B,5,13,5,7785510,41,Poor,1387409,6,6.7,Tablet,62.60722194170059,No,8.6,4,X4,43.5,YES,Dropout
S136517,85.1,Blue,39,,32,4.8,Female,485452,9,UG,Rock,66134,6,662.7698538931787,2,Kochi,1,0,10,,6,A,20,55,6,5668898,58,Average,925146,0,,Tablet,75.77504058974681,No,6.8,2,X4,54.5,No,Dropout
S113013,56.8,Black,59,499311,55,5.7,female,38324,6,B.Tech,Rock,88495,5,96.19337964274047,7,Kozhikode,5,1,5,Cat,6,E,12,35,4,,96,Excellent,270711,6,7.3,Windows Laptop,15.021311453644115,Yes,10.7,3,X4,84.2,NO,Dropout
,81.8,Green,96,692887,,7.0h,M,793270,21,Diploma,Rock,71145,,147.00004613525243,10,Thiruvananthapuram,3,0,6,Dog,5,C,17,99,2,2400295,40,Average,1850396,10,4.3,Windows Laptop,33.210743371064524,No,3.8,1,X5,41.2,YES,Dropout
S103086,95.6,Yellow,57,496349,48,5.4,Male,251958,25,UG,Classical,35862,19,1132.5008220191617,6,Kollam,0,1,5,None,3,,20,7,4,5885563,36,,111381,8,7.2,,2.0905950332024137,No,2.7,3,X5,70.7,YES,Dropout
S112032,53.0,Blue,65,602282,42,7.5,M,325574,1,,None,114213,18,169.8814880084213,,Thrissur,,1,2,Dog,1,E,5,76,4,5308732,31,Excellent,,2,4.0,Tablet,92.41129418104869,Yes,13.7,3,X1,,Yes,Dropout
S119344,94.2,Yellow,52,673714,40,6.3 hrs,male,936037,20,PG,Rock,54.4k,1,614.2332454755066,1,Kollam,5,1,8,Dog,10,D,20,43,5,2960235,69,Excellent,844591,0,5.6,Android,78.37150710023386,,9.1,4,X3,,YES,Continue
S138798,0.89,Green,54,,53,3.9,Male,932184,0,B.Tech,None,66124,9,789.1399939494365,8,Thiruvananthapuram,2,0,10,Cat,8,B,8,9,5,8866071,,Poor,1809547,5,4.5,Tablet,57.5031133154183,Yes,2.8,3,X5,91.3,,Dropout
S129872,50.3,,,996356,51,6.7,Female,147136,,B.Tech,Pop,64068,7,141.22221297933993,10,Thiruvananthapuram,2,1,9,None,9,D,0,12,5,3456307,34,,1953658,1,7.8,Tablet,80.76800544439389,Yes,9.4,1,X3,73.1,Yes,Dropout
,55.4%,Black,56,749756,,0.7,Female,91289,16,UG,Pop,,7,716.0153068947674,4,Thrissur,0,1,2,Dog,,E,9,43,1,718999,32,Average,,0,9.0,,70.25423202053993,No,7.7,3,X4,77.8,NO,Continue
,86.4,Blue,,503733,60,4.1,M,5532,18,UG,Pop,"₹38,845",4,396.7754231820341,6,Kottayam,2,0,4,Bird,9,B,13,80,1,3339637,45,Average,,0,4.6,iOS,72.78862293358041,No,,,X3,74.8,Yes,Dropout
S130858,71.1,Red,93,981601,59,,M,271585,23,Graduate,Rock,,12,911.1177291439797,6,Kottayam,1,1,1,Cat,9,A,1,40,6,3575249,47,Poor,961462,9,8.7,Windows Laptop,23.435178097434818,Yes,12.5,3,X4,73.7,Yes,Dropout
S135566,94.2,White,,171144,60,6.8,female,843282,,UG,Jazz,114214,20,27.65507346464335,4,Kozhikode,5,1,8,Dog,3,C,13,89,5,7303477,43,Good,794456,6,7.6,Tablet,37.070105167571086,Yes,10.5,1,X3,70.7,NO,Dropout
S103646,72.9,Red,79,943482,55,5.6,male,287809,,Graduate,Pop,118044,6,684.3575705554271,9,Thiruvananthapuram,4,1,1,Bird,1,C,19,23,3,7907503,28,Good,,12,7.5,Laptop,99.31788960859107,Yes,6.7,4,X4,,YES,Dropout
S124325,73.7,Red,58,515560,,5.3,,988530,30,UG,Pop,52262,12,1168.6813932536484,8,Thiruvananthapuram,1,0,2,Dog,10,A,12,21,2,9598858,37,Poor,332557,11,7.7,Android,78.03233757807585,No,6.3,3,X5,87.5,YES,Dropout
S106425,79.9,Blue,70,196455,47,7.8,male,332941,12,Graduate,Pop,100031,8,838.8569607176053,1,Kottayam,3,0,2,Bird,6,E,18,11,2,5627189,63,Excellent,1023729,11,,iOS,,Yes,3.5,2,X2,41.4,NO,Continue
S129565,86.0,Black,100,788445,42,3.5,M,104722,3,B.Tech,Rock,,10,410.56876551804845,8,Thrissur,1,0,3,None,4,F,9,91,5,5346750,80,Good,,9,5.3,Laptop,65.39385066276014,Yes,14.1,1,X1,66.0,No,Continue
